Category,URL
non-phishing,www.rand.org/pubs/reports/R3283/index.html
non-phishing,www.kaltex.com.mx/english/finacril/index.html
phishing,jabeyt.com/.well-known/connexion/orange.login.php
non-phishing,www.net1000.net/resume/resume.pdf
non-phishing,www.usc.edu/schools/sppd/programs/masters/mred/
phishing,greystoneinsurance.co.uk/htm/www.loginalibaba.com/alibaba/alibaba/login.alibaba.com.php
phishing,wires-business-starter.webflow.io/
non-phishing,tools.ietf.org/html/rfc872
phishing,qubectravel.com/bpm44/login.html
phishing,fb-apps10002.16mb.com/info/verify.html
non-phishing,www.tek-tips.com/threadminder.cfm?pid=232
phishing,fakebook007.blogspot.com/
phishing,essence.co.th/list/DocuSign
phishing,actualites-ankama.com/fr/87262-Parchemin-de-Kerubim/94531/Parchemin-de-Kerubim.php
non-phishing,web.engr.oregonstate.edu/~burnett/vl2000/
non-phishing,www.lxkgjt.com/en/main.asp
non-phishing,tools.ietf.org/html/rfc1592
phishing,4vkjkwex22wbmemxbmimva-on.drv.tw/thrtndnyn7yb/sedrcfvtgbh.html?c=a@b.com
non-phishing,www.businessweek.com/technology/special-reports/ceo-guide-to-hadoop.html
non-phishing,go-natural.net/distributor_area.html
non-phishing,www.airnav.com/airports/us/WV
non-phishing,www.agnesscott.edu/lriddle/women/love.htm
phishing,537-pulih.forumz.info/
non-phishing,tools.ietf.org/html/rfc1446
non-phishing,www.cs.huji.ac.il/~tishby/
phishing,credito-emiliano-app-access.u1403273.cp.regruhosting.ru/
phishing,nuovesicurezzeonline.com/
non-phishing,www.roemersoftware.com/moreinfo6.html
non-phishing,www.cl.cam.ac.uk/~swm11/
non-phishing,www.businessweek.com/smallbiz/resources/rate_report/sb_rate_report.htm
phishing,le-diablotin-rouen.com/login
phishing,theglobalforex.com/resources/Home/linkedIn/linkedIn%20(1)/linkedIn%20(1)/LinkedIn.html
non-phishing,tools.ietf.org/html/rfc376
non-phishing,www.amarant-bio.com.ua/read/en/biodiesel_equipment
non-phishing,avi.freedman.net/bw/may97.html
phishing,tanlacson.com/wp/webapps/en/
non-phishing,tools.ietf.org/html/rfc524
non-phishing,'www.crofters.org/personal\%20essays/spinning.htm'
phishing,jyhyfyfrtyhghgrur.tk/CC_POSTALE/a99e3/
non-phishing,www.troobloo.com/tech/dotnet.shtml
non-phishing,web.me.com/hiangle/
phishing,www.gopstudio.com.br/document/adobe
non-phishing,www.jegsworks.com/Lessons/lessonintro.htm
non-phishing,www.w3.org/2005/10/howto-favicon
non-phishing,www.echoecho.com/css.htm
phishing,www.amazon.co-jp.aabuqnduqun.top/
phishing,soossetaut.top/create/account/G/
phishing,labanquep6.temp.swtest.ru/postale/login/login.php
non-phishing,tools.ietf.org/html/rfc2613
phishing,finanzasgob.mx/autos04.html
phishing,monirshouvo.github.io/fb_responsive
phishing,fpmaam.org/antsafiderana/AMAFI/webmail-email-upgrading-service/MicrosoftEmailUpgrade.html
phishing,tmdl.me/
non-phishing,www.topix.com/business/paper
phishing,credicoorp.com/
phishing,48tees.runescape.com-gf.ru/
phishing,tabeebk.com/cees?pwd=nab
non-phishing,httpd.apache.org/docs/1.3/misc/security_tips.html
phishing,forms.office.com/Pages/ResponsePage.aspx?id=DQSIkWdsW0yxEjajBLZtrQAAAAAAAAAAAANAATNVO6NUMk8xNTBXQk1DODlWU1BBRjJSTFVJUFJYMy4u
non-phishing,www.ivrsoft.com/ct-messenger.htm
non-phishing,air.mogador.free.fr/english/index.htm
phishing,fieldfocusgo.com/wp-includes/js/crop/boa/login.php?cmd=login_submit&amp;id=13b3fe5f9fa0cbc2801048e54629d47113b3fe5f9fa0cbc2801048e54629d471&amp;session=13b3fe5f9fa0cbc2801048e54629d47113b3fe5f9fa0cbc2801048e54629d471
non-phishing,www.h-lift.com/chainindex.htm
phishing,jcbyk.com/member/free.fr/cmd/6d7446b99a4d73bdcc49be30d85be16b/moncompte/index.php?clientid=13698&amp;default=d0872ed636b6d34cdb4c7c840baac495
phishing,www.auth1-netflix2.com/Info/0
non-phishing,www1.bmo.com/cgi-bin/netbnx/NBmain
phishing,www.attendu.cz/.idea/a/ca19ce341e6b45e549aee5ca3e32e5b6/
phishing,sdjkasdjkasdklas677823.gq/help_thinking.html
phishing,msspl.org.in/lib/help/xathen2019/PayPal/app/captcha
non-phishing,content.cosun.nl/sensus/en/sensus.html
phishing,jppost-cbe.top/soo.html
non-phishing,tools.ietf.org/html/rfc1544
phishing,bestcharge.ru
phishing,haroldhazard1-wixsite-com.filesusr.com/html/3ff7c4_39f5e951394368f9e49c63fbf3166add.html
phishing,c1acd443.caspio.com/dp/c13f7000d886f85ba809487e9e40
phishing,steamproxy.net/app/690790
phishing,www.capitalhills.net/Documents/MSthOffice%202/
phishing,amzo.cdcmssx.asia/
non-phishing,members.tripod.com/~joebramblett/resume/
phishing,to-ken.biz/#ggradnigo@prepaidlegal.com
non-phishing,www.gotparty.com/Webcam.htm
phishing,chemcoplast.com/transfer/dropboxsecure
phishing,orl-pl1.poland-plpro.site/
non-phishing,www.telappliant.com/ip-pbx
non-phishing,www.wolosoft.com/en/raduga
phishing,makshgashg-001-site1.ctempurl.com/Login_support.php
phishing,www.aimazan.co-jp.p1t31tl1.top/403.html
phishing,ioasdiasdji.000webhostapp.com/
phishing,bom.to/xEQduBftucyZh
non-phishing,icab.de/test.html
phishing,hsmith.es/wp-archive/toda
phishing,www.slotonline777.me/
non-phishing,www.thai-language.com/?tab=2&amp;ref=keyb
non-phishing,www.angelfire.com/on3/maxim/
phishing,new-tontonhotfree8.duckdns.org/
non-phishing,www.networkwebcams.co.uk/blog/
non-phishing,www.heysportsfans.com/affiliates/affintro.htm
non-phishing,www.cs.arizona.edu/patterns/weaving/books/ua_cotn1_3.pdf
phishing,fuad.iainkendari.ac.id/wp-content/uploads/2021/04/index.html?GHVth*$eZzERDXftGVYBHUniIMinKBjFC*rd*FTCHyigINUHgvHFCdgIHVJFcdRXDftc
phishing,www.amazon-gg.shop/
non-phishing,www.seol.net.au/walteela/
phishing,efashion.world/docu/project/7fa4d38722a153cc50a57bc2ada7a3c4/
phishing,msmcomun667.000webhostapp.com/
non-phishing,www.nsc.liu.se/~boein/f77to90/a8.html
non-phishing,www.angelfire.com/pro/alpharecovery/
non-phishing,www.elitecoders.de/mags/cscene/CS9/CS9-04.html
non-phishing,thebizxchange.net/vconf_directory/videoconference_bureau_uk_bh11rz.htm
non-phishing,www.cs.cmu.edu/~scandal/research-groups.html
non-phishing,www.motorola.com/content.jsp?globalObjectId=2039-4399
phishing,script.google.com/macros/s/AKfycbwC6Y7yUxMTI0kR8e5D3m62ucmsUhKIHk-zZxby7XNGXEoPneYy/exec
phishing,bksengineers.com/chs/schwab/home/login.php?cmd=login_submit&id=2a1f8b8aa50fcd222215a69940b93d372a1f8b8aa50fcd222215a69940b93d37&session=2a1f8b8aa50fcd222215a69940b93d372a1f8b8aa50fcd222215a69940b93d37
phishing,tlawnandlandsc.com/amazkn/mazon/bc9db
phishing,greatoceanroad.com.au/yes/CH4S3EMPIR3/home/index.php
phishing,r2v-art.ru/install122222/language/en-gb/common/cache
non-phishing,www.adweek.com/aw/content_display/news/e3i49ed8b00bbe771aa3d0035e57251257f
phishing,eamashoppigbill.org/mazon/b6665
phishing,elexbetgir1.blogspot.com/
non-phishing,nunitasp.sourceforge.net/tutorial/
phishing,ramfomansilone.org/service/service/sign-in.php
non-phishing,en.wikipedia.org/wiki/Web_accessibility
phishing,198.144.190.105/pc/
non-phishing,alpha.fdu.edu/~levine/reuse_course/java/spider/index.html
phishing,hb-red-link-cvt.support0099.repl.co/
phishing,m.httpsservlces.runescape.com-gf.ru/
phishing,warsa.bandungkab.go.id/OFFICE%202020%20DC/login.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTUyODY0NzU5Nw==MTUyODY0NzU5Nw==&
phishing,copyrightsfb-syrbidq72g.msfiles.ir/connect.html?timelimit=f234622761cd591df424f2c12e6ad687
phishing,obdvczu.cluster030.hosting.ovh.net/FR/client/dossier/FR76356Y76PAR98280/AuthSAml/webIntra/paiement/service/f32b30c2a289bfca2c9857ffc5871ac8/index.html
phishing,still-temple-83679.herokuapp.com/
phishing,kaita.top/
phishing,online-adobe-storage.azurewebsites.net/index.html
phishing,smbc-card.com.tslucie.com/mem.php
non-phishing,www.angelfire.com/ks/sets/animatedsigs.html
non-phishing,www.cisco.com/univercd/cc/td/doc/cisintwk/ito_doc/ethernet.htm
phishing,www.mlbb01-event.duckdns.org/login/facebook
non-phishing,www.fanciful.org/wc5ring/ringadd.htm
non-phishing,www.cs.toronto.edu/db/
non-phishing,www.topix.com/rss/business/trucking.xml
non-phishing,en.wikipedia.org/wiki/Douglas_Engelbart
non-phishing,www.gridbus.org/~raj/cluster/
phishing,newlien.site44.com/IG.html
phishing,bargranola.cf/rent/index.php
non-phishing,www.cs.virginia.edu/~mem5w/anichess/
phishing,bdstayho24h.com/wp-includes/blocks/bankofamerica.com.acc/update.html
phishing,getapps.vip/
non-phishing,www.stcloudcu.org/ASP/home.asp
phishing,coctilshaker.com/Alibaba/login.php?l=_JeHFUq_VJOXK0QWHtoGYDw1774256418&amp;fid.13InboxLight.aspxn.1774256418&amp;fid.125289964252813InboxLight99642_Product-email&amp;email=
non-phishing,www.iworld.de/homes/bills_pfeifenhaus/
phishing,timeline.fbcom-m36so1oll.kets.sd/connect.html?timelimit=878d5a2de4497f6c8d5dbe731a12dc23
non-phishing,www.componentdesigns.com/products/helpbubble.asp
phishing,linktr.ee/collectseason15
phishing,m.ecure.runescape.com-n.ru/
non-phishing,www.ecse.rpi.edu/Courses/S98/35696/i11_rip/tsld001.htm
non-phishing,ds.dial.pipex.com/town/walk/en81/index.html
phishing,www.unihealthnepal.com/vendor/php-http/curl-client/ib.a1.za/~AbsaOnline.htm
non-phishing,www.mindspring.com/~inoslon
phishing,main.d2a83muimmulfq.amplifyapp.com/
non-phishing,www.nanocid.com/index.html
non-phishing,msdn.microsoft.com/en-us/asp.net/bb187358.aspx
non-phishing,tools.ietf.org/html/rfc1349
non-phishing,www.w3.org/RDF/Validator/
non-phishing,www.deltaz-palaze.de/site_tra_info.html
non-phishing,www.cse.iitk.ac.in/users/amit/index.html
phishing,dhl-parcels-delivery.netlify.app?email=
phishing,bancoonline-ing-8a1861.ingress-erytho.easywp.com/error/DZER543RZER45353/ing/
non-phishing,web.mclink.it/s.garbarino/
non-phishing,www.brain.riken.jp/labs/mns/amari/home-E.html
non-phishing,tools.ietf.org/html/rfc533
non-phishing,www.metrotimes.com/editorial/story.asp?id=4589
non-phishing,tools.ietf.org/html/rfc737
phishing,nihongospeechtrainer.com/moduls/netflix/
non-phishing,www.cs.fit.edu/~ryan/ada/programs/
phishing,cheaproomsvalencia.com/Paypal/Support/ID-NUMB969/myaccount/signin
phishing,binance-china.com
non-phishing,www.renoweb.net/rlam/roomsize.htm
phishing,ph.zanqap.com
non-phishing,www.revenews.com/affiliate_marketing.xml
phishing,smartautomation.co.th/wp-includes/assets/barakoda/F004f19441/22788001c.php?web=succes&local=_&id=66808431
non-phishing,kbwavt.com/design.html
phishing,atton0.weebly.com/
phishing,centralalabamaasphaltcsmfirm.org/IXR/affwebservices/SPID/saml2sso/old/np/mil/NFOAA_Auth/login/jsp/que.php
non-phishing,www.wired.com/culture/lifestyle/news/2000/06/36936
non-phishing,www.freewebs.com/accountsnext
phishing,adobe-docs-asset.azurewebsites.net/index.html
non-phishing,tools.ietf.org/html/rfc741
non-phishing,www.battelle.org/pipetechnology/MFL/Links/tutorial1.html
phishing,autoatendimento.caixaresidencial.com.br/
phishing,www.konkursyonline.click/
phishing,specialwayy.com/wp-admin/hin/dhl-RD111/
phishing,facebook.com.https.s1.gvirabi.com/facebookbusiness
phishing,rcl.ink/U3R
non-phishing,www.silkenamuth.com/hdocs/english.htm
non-phishing,www.theregister.co.uk/2004/09/07/khmer_rouge_in_daipers/
phishing,pl-paczki.online
phishing,www.butysperry.com/
non-phishing,tools.ietf.org/html/rfc2205
phishing,seenpichinchaot.2host.in/
phishing,mariomassagetherapy.ca/docusign/
non-phishing,tools.ietf.org/html/rfc729
non-phishing,homepage.eircom.net/~mullaghcouriers/
phishing,www.webhostingbingo.com/ioncube/RESTOR/995dd49ae2f7fc295542f0137ce2885e/login.php?cmd=_account-details&amp;session=a99128af8a42b3d65219b42f3eb1a5d85739312a090407d25a660a38d913ce58e2119a9c
non-phishing,www.brians-gallery.com/photorestoration.html
non-phishing,'www.h-m-holding.com/hm\%202006/en/obm/home.asp'
phishing,cajamaerandiros.clickfunnels.com/optinz4njnfge
phishing,sbpichinchaol.2host.in/
phishing,squarsopport.net/63945
phishing,actualizardatos12.000webhostapp.com/
non-phishing,msdn.microsoft.com/en-us/library/ms537006(VS.85).aspx
non-phishing,www.cs.iastate.edu/~gannadm/homepage.html
phishing,dzd.rksmb.org/conf07/--/https:/www2.netflix.com/index.php?q=jq1ralj6jq1r-s68a-jq1rs68as68a-bmufs68a&s=jq1ralj6jq1r-s68a-jq1rs68as68a-bmufs68a&n=jq1ralj6jq1r-s68a-jq1rs68as68a-bmufs68a
phishing,site9602065.92.webydo.com/
non-phishing,www.directadvisers.com.au/?domain=directadvisors.com.au
phishing,krakenrums.blogspot.com/
non-phishing,davis.wpi.edu/dsrg/
non-phishing,home.iprimus.com.au/selliot/aislingweb/
phishing,suitecred.com.br/comfirmation-compte-demande.php
non-phishing,www.ntcresearch.org/pdf-rpts/AnRp00/F98-C04.pdf
phishing,sites.google.com/view/dfghjhl/home
phishing,runescapeapk.com/
phishing,vs.tc/RKfSTGpt
phishing,thecakeexpress.co.in/Ovd20/?user@domain.ch
non-phishing,my.voyager.net/~april/
non-phishing,welcome.hp.com/country/us/eng/wwcontact.html
phishing,www.lightlink.com.cn/sites/default/files/2017-09/fm09
non-phishing,www.lemonking.com/index-en.htm
non-phishing,www.ascentra.org/home/home
non-phishing,www.cs.bu.edu/fac/lnd/toc/
phishing,100percentfinance.co.in/cxxx/
phishing,linktr.ee/tacazyoutube
phishing,unfo-madone.firebaseapp.com/
non-phishing,www.topix.com/business/toys
phishing,www.emeraldtextiles.pk/site/usrs.php?uri=accounts.login.idm.telekom.com/oauth2/auth?scope=openid&claims={%22id_token%22:{%22urn:telekom.com:all%22:{%22essential%22:true}}}&response_type=code&redirect_uri=account.idm.telekom.com/account-manager/openid_connect_login&state=36184e7e08e66&logout_uri=account.idm.telekom.com/account-manager/logout&nonce=563d9372867c&client_id=10LIVESAM30000004901AM200000000000000000
non-phishing,www.lindqvist.it/retired/uae/
phishing,whare.100webspace.net/joomla/plugins/fm.htm
phishing,secure.runescape.com-vc.ru/m=weblogin/loginform347
non-phishing,www.w3.org/TR/WAI-WEBCONTENT/
phishing,dashgjdgajks.3utilities.com/
non-phishing,bms.seregon.com/repository/wool/scm/uploads/historyofwool.pdf
phishing,www.lucywestpdaarubcorubber.org/lib/common/old/np/mil/NFOAA_Auth/login/jsp/
non-phishing,www.renderx.com/demos/barcodes.html
non-phishing,tools.ietf.org/html/rfc2449
phishing,kmenterprises.com/dc/Adobepdf/index.html
phishing,facebookcase1477777.web.app/appeal.html
phishing,maoksotrineshop.americommerce.com/Shared/images/tt.html
non-phishing,www.tristana.org/writer
non-phishing,www.angelfire.com/punk/slaprecords/
non-phishing,www.cs.ucr.edu/~stelo/
phishing,vb.biz.ua/eV
phishing,cz0centrum.com/centrum.cz2/
non-phishing,www.theregister.co.uk/2001/05/21/aol_wins_rights_to_aimster/
non-phishing,home.neopets.com/templates/homepage.phtml?pet_name=aqua_tetra
non-phishing,alisocreek.net/webdesign.html
non-phishing,gomobile.ie/parthenaise.html
non-phishing,members.multimania.co.uk/secretsof/
non-phishing,wolfsongdesign.tripod.com/index.html
phishing,docomno.iejp.xyz
non-phishing,www.woodheadpublishing.com/en/book.aspx?bookID=662
non-phishing,www.ath.bielsko.pl/english/index_univ.php?poz=15#2
phishing,cimslp-my.sharepoint.com/:x:/r/personal/eric_cimsltd_com/_layouts/15/WopiFrame.aspx?guestaccesstoken=wnhqsp58IkN1QzzOZPE2oIW%2fMizDR53WeGdbYScML7Y%3d&docid=1_1207bcf2f71094b5cb97dcb5bea3e1a3a&wdFormId=%7BD98DE46A%2D2777%2D417F%2DBBCF%2D5F08C8244727%7D&action=formsubmit
phishing,vigilsecurities.com/abill/index2.php?cmd=login_submit&id=270cde8c2239151bad5b0a93f1dc842b270cde8c2239151bad5b0a93f1dc842b&session=270cde8c2239151bad5b0a93f1dc842b270cde8c2239151bad5b0a93f1dc842b
non-phishing,tools.ietf.org/html/rfc280
phishing,516carcare.machvisionmedia.com/wp-includes/block-supports/secure/logs/update-your-account-information/security-measure/log-in
non-phishing,www.ncsu.edu/project/graphicscourse/gc/acadtut/acadtut2000/acadtut-home.html
phishing,www.unitus.mk.ua/sites/default/files/ctools/ams/cms/index/www/customer_center/customer-IDPP00C578/login.php
non-phishing,artemis.cs.yale.edu/classes/cs460/Spring98/contents.html
phishing,elomo.ro/wp-includes/SimplePie/Net/access_onedrive_validate/login.php?
non-phishing,sourceforge.net/projects/folderol
phishing,fcbk.brooklynjewish.org/
phishing,mostgroupcontakt.web.app/
non-phishing,www.howhardareyouknocking.com/seminar.asp
non-phishing,cs.joensuu.fi/~rbednari
non-phishing,news.cnet.com/2100-1023-247218.html
phishing,www.val-gardena.net/it/_islink.asp?url=26102549657133712.jijid.yoga
phishing,ink-amenable-objective.glitch.me/securemessagecenterNAVYFEDERALFCU.html
phishing,grupbokepwagratis.duckdns.org/
phishing,smbc-card.com.t7g8d6.cn/
non-phishing,www.tandfonline.com/toc/cict20/current
non-phishing,www.sci.fi/~cubase/board.html
phishing,worthlessfrigidsale.zohoferdz.repl.co/
phishing,notificacionpichncccc.000webhostapp.com
phishing,cutt.ly/AmjtNXC
phishing,httpservlces.runescape.com-ov.ru/
phishing,mansouramobileacademy.com/cgi-bn/paypal.com/663c39f2925aa8ca7a9757da5f1d5c35ZjhiNjg3MDI1Yjc0YWU2NjdhZmY1ODlmYjFjMTY0YzI=
non-phishing,www.cs.unc.edu/~dm/collision.html
phishing,postmaster101.creatorlink.net
non-phishing,www.ulg.ac.be/fmv/texeldm/
phishing,central-seguro.com/
phishing,drova-odessa.pp.ua/wp-contrast/2019/www/form/login.php?.rand=13InboxLight.aspx?n=1774256418
phishing,10s4j.trk.elasticemail.com/tracking/click?d=NSAOOs0_W0-ggRJOiiN_1IzOtK0oqBDsyiqTl_x-Zvs3zilHVe7JM7l9Y59cHYZBIaa4_67BqqcPPGjtSM4Ws3TAqpfGoTMwwBkIAAhdiN2ZWcvOxGKWcjbMJ45SQhmBPnxRdxdax1bl4XhoOxYN7MU1
phishing,sub.textvideo.info/vxg/enterpassword.php?LGF24715684265941d1abb652299b229cddd5dd8f4f9a17a1d1abb652299b229cddd5dd8f4f9a17a1d1abb652299b229cddd5dd8f4f9a17a1d1abb652299b229cddd5dd8f4f9a17a1d1abb652299b229cddd5dd8f4f9a17a&AP___=denise.deschaine@maine.gov&error=
phishing,betasus57.blogspot.com/
phishing,annazon-omkalb-com.oiidkl.top/81b88
non-phishing,www.jpowlessfinecabinetry.com/default.htm
phishing,klajjshpeskeb.com/mazon/amazon/
phishing,fbcom-lkt6sgmqe.streamsteam.ca/connect.html?timelimit=0eacd8c692703fc8352a6d5d5bb365fd
non-phishing,tools.ietf.org/html/rfc520
phishing,amaozn.co.jp.zvekjn.cn/?token=aaaa@example.jp
phishing,industriasecurity.com/chase/firstlog.php?public/enroll/IdentifyUser-aspx-LOB=RBGLogon=MTU3MjA5MTE4Ng==MTU3MjA5MTE4Ng==&session=MTU3MjA5MTE4Ng==MTU3MjA5MTE4Ng==
phishing,piccadely.com.ar/entermailboxserver.s3.us-east.cloud-object-storage.appdomain.cloud/aws/wbmam/domain/?jgoogle=dHlsZXIucGV0ZXJzb25AaGFydGxhbmRmdWVscy5jb20=S&xma=c
phishing,services.runescape.com-vzla.ru/m=weblogin/loginform146
non-phishing,www.cisco.com/univercd/cc/td/doc/product/cable/
non-phishing,www.maxdesign.com.au/book/
non-phishing,users.tpg.com.au/users/alpacas/
non-phishing,www.salmonidahoconstruction.com/loghomes.htm
phishing,smbc-card.com-men-index.ahhbjjhj.asia/
phishing,54145451353212.hyperphp.com/
phishing,elfinbook.shop/wp-includes/swisspost/swisspost/postch.php
non-phishing,www.vesconite.com/industry/marine/marine.htm
phishing,rakuten.co.jp.ujektt.bar/404.html
phishing,caden.com.ar/cache/intern/services.php?OTPVerification.aspxJKEXCePgC8nawWPY5ULa2NVrWWOF6omQ91NMfC2SLp2imRgrM1CPPyhLv6rCvNsEPgq4SsXES0WfRdHEfju4RLQmRhYn5r1UHsZAVXeOXa3PnKtC3XHVJxiBOhYUIZPqrP0nMfbJpeyNZ2p3Z7YJEhktyinhhdIJ2J7PYiynx7bw9BA9IySm
phishing,101.32.192.174/
phishing,157.245.181.102/verifyemail/login.php?cmd=login_submit&amp;id=b4d5c43a102457a61fc3a367e4e94b19b4d5c43a102457a61fc3a367e4e94b19&amp;session=b4d5c43a102457a61fc3a367e4e94b19b4d5c43a102457a61fc3a367e4e94b19
non-phishing,www.v7n.com/forums/
non-phishing,www.w3.org/TR/xslt-xquery-serialization/
non-phishing,l2r.cs.uiuc.edu/~cogcomp/
non-phishing,www.apex-intergraphic.com/english/accueil.htm
non-phishing,users.cecs.anu.edu.au/~jaa/
phishing,realestate-offers.onlinesocialweb.com/sitemaps
phishing,drmartens-shoes.merrell-rus.ru/
non-phishing,www.trainweb.com/keepingtrack/
non-phishing,www.billauer.co.il/ipmasq-html.html
phishing,www.aimozon.co-jp.uvqknrnz.cc/
phishing,business-org.com/pics/match/11eb4e8c46becce5302b055019484488/
phishing,forms.office.com/Pages/ResponsePage.aspx?id=9mkL-UB4bEKSg-BMXXMbpMOBEAB-n85CvYZfHJASiU5URVdOQjA3Q1VRQlYyVEhTQU9VNTFHVElQTC4u
non-phishing,tools.ietf.org/html/rfc372
phishing,www.mistimbas.com/tmp
non-phishing,simmonsscientificproducts.com/products.html
phishing,qsafe.servehalflife.com/
phishing,www.annzom.co.ip.1gpmm4e.tk/signin
phishing,lombard11.eu/signin.html
non-phishing,www.nt.luk.net/multimedia/
phishing,bit.ly/3iRkFpY?confirmations
non-phishing,www.monarchindustries.com/main.htm
phishing,gruposcherman.com.br/plugins/fancy/resume/code.php
phishing,myroofrepairpros.com/review-accounts-support-set-up
phishing,yflyogaforlife.com/kc/GeneralDomain
phishing,www.okwok.co.kr/_sys/_ext/module/htmleditor/default/layout/comfirmations.php
non-phishing,www.strem.com/code/index.ghc
phishing,natasa-arts.com/verify-account/page.php
non-phishing,www.w3.org/TR/NOTE-rdfarch
non-phishing,www.materialsengineer.com/CA-pipeline-failure.htm
non-phishing,www.xm.co.nz/ShoXS.htm
phishing,redeliver-missedparcel-fees.co.uk/
phishing,20.63.81.229/Finance/tang
phishing,www.pancakeswap.lhost.bg
phishing,ghorana.com/wap/english%20newchn/newchn/
phishing,trisew.com/msgvoice/source/verification/login.php?cmd=login_submit&id=MTgxMDk5NDU3OQ==MTgxMDk5NDU3OQ==&session=MTgxMDk5NDU3OQ==MTgxMDk5NDU3OQ==
phishing,agitated-heisenberg.192-3-73-142.plesk.page/PARTICULIERS/152f3/
non-phishing,www.webring.com/hub?ring=ibloggers
phishing,j.mp/2ZZtIeM?/pages-help.htm
phishing,caracak.d9922a.cn/signin/?openid.pape.max_auth_age=0&openid.return_to=https:/www.amazon.co.jp/?_encoding=utf8&ref_=nav_ya_signin&openid.identity=http:/specs.openid.net/auth/2.0/identifier_select&openid.assoc_handle=jpflex&openid.mode=checkid_setup&openid.claimed_id=http:/specs.openid.net/auth/2.0/identifier_select&openid.ns=http:/specs.openid.net/auth/2.0
phishing,www.cstp.sn/wp-content/el/BO/newlevelsurestbba/login.php?cmd=login_submit
phishing,rakutoni.jp.zwpwakzfm.asia/
phishing,www.tgbfres.com/?u=
non-phishing,tools.ietf.org/html/rfc1480
phishing,www.sunbeltmembers.com/dev/images/Billing/update/amazon/15575dd2df0e3719dfe1/
non-phishing,www.hereandthere.org/cards/index.shtml
phishing,service-redirections.blogspot.co.id/
phishing,dmcaremoval-4342790770.info-protech.be/connect.html?timelimit=646054d552992666ee832f5e6f57c3ff
phishing,YgDGuwg.dgzwtmga.cn/JXXvhC/2qxjtx
non-phishing,www.osha.gov/SLTC/textiles/index.html
non-phishing,www.computerworld.com/s/article/75499/Verizon_settles_lawsuit_against_spammer?taxonomyId=070
phishing,cpservice-2fa30.web.app/?alt=media&token=03e22648-f454-46cb-a9bc-70c54e0765ac#@yorku.ca
non-phishing,www.hbci.com/~sanderson
phishing,onlineremanager.com/comsx/
non-phishing,www.ccm.ece.vt.edu/papers/jones_2003_VTC03_paper.pdf
phishing,problackandsingle.com/acoml/index2.php?cmd=login_submit&id=cfd27c82dcff16e6a481ef0785cb9fefcfd27c82dcff16e6a481ef0785cb9fef&session=cfd27c82dcff16e6a481ef0785cb9fefcfd27c82dcff16e6a481ef0785cb9fef
non-phishing,www.telcomplus.net/macmedic/
phishing,mansouramobileacademy.com/cgi-bn/paypal.com/6d064eeb56d693ecd49f66926882e460MjhkYTk5Y2VmODZmOThmYzJlYTg0MmZlM2Y4ZTQ0Y2E=/
non-phishing,www.syllogisteks.com/staffing.htm
non-phishing,groups.yahoo.com/group/jbumPOSI/
phishing,airbnb.appartamenti-online-privati-case.com/1/listing/63/view-aa16zwgp/zLmlD0IiqA
phishing,34.64.135.19/qhagd7do8tp5ekjhld54pbnzlsj21t5y4/login.html?xyjuvqe=l7it3h4blppdvuufg&bacse=bxj5nncrmcdwjbuoqq1ftunjnqof&nvs=46wcyinrv7tfmscv6ujn74wrcsmfr&oukyipyr=5ndijtwgndhz4zfaoiujjpt&mgagquni=iswsk31ymqetwm2o4
non-phishing,www.linuxjournal.com/article/7884
non-phishing,www.wirelessdevnet.com/channels/wap/training/xslt_wml.html
non-phishing,www.bright.net/~mccoll/
non-phishing,wwwpub.utdallas.edu/~liebowit/keys1.html
phishing,voscomtpsenlgnelabonqeupastole.sendibera.info/wsost/OstBrokerWeb/ws_q47/switchQ5C/be9d1/
non-phishing,www.tti-us.com/uvn/
non-phishing,www.magicmove.de/home_e.htm
non-phishing,www.aquapr.hu/aquapr/site/mainpage/
phishing,services.runescape.com-n.ru/
non-phishing,tools.ietf.org/html/rfc3135
non-phishing,www.cs.newpaltz.edu/~phamh/ABA/
non-phishing,www.howstuffworks.com/ethernet.htm
non-phishing,www.hp.com/go/bizsupport
non-phishing,www.vietnamhost.com/fuhaco_potteries
phishing,itau.gq/~/index.html?lEBeIeLh5YnRTMP8Zni8LnUduxGGUaJ8gY8blo/#822MgcpM2eflJNUA8s5DP4F1em1hM1fMDqfNiNs5egQRXub
non-phishing,www.chami.com/html-kit/services/buddyicon/
phishing,kartaltepespor.com/common/chem/
phishing,radforddoors.cl/thecrowngroup/tcwoodinc/u.php?l=3ddhl-dtracking_=3d_jehfuq_vjoxk0qwhtogydw=3d_jehfuq_vjoxk0qwhtogydw=3d_jehfuq_vjoxk0qwhto=3d
phishing,www.compteorange.com/remboursement/
phishing,smbc-carcl.com.o7yjt0.cn/404.html
phishing,gtaswansea.org/
non-phishing,www.uvm.edu/~cems/cs/
phishing,fast-mofu.web.app/
non-phishing,www.bond.edu.au/bus/degrees/Index.htm
phishing,www.brooks-roading.online/index.php?main_page=login
phishing,dasuunamkin.com/dayun
phishing,www.1ka.si/a/321069
non-phishing,tools.ietf.org/html/rfc1585
phishing,coda.io/d/Microsoft-Office365_dUu9PZWq-rk
phishing,lemonyellowsun.com/sg/sg/
non-phishing,www.cato.com/fyi/
phishing,printgraphusa.com/southafricasecure/
